airline,overall,traveller_type,cabin,route,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Newark to Singapore via Hong Kong,5,4,3,3,4,4
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Hong Kong to JFK,5,4,5,5,3,4
Cathay Pacific Airways,6,Family Leisure,Economy Class,Chennai to San Francisco via Hong Kong,2,2,3,3,2,3
Cathay Pacific Airways,4,Family Leisure,Premium Economy,San Francisco to Hong Kong,3,1,1,4,4,3
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Bangkok to Toronto via Hong Kong,4,5,4,4,5,4
Cathay Pacific Airways,7,Couple Leisure,Premium Economy,London to Auckland via Hong Kong,4,4,3,5,3,3
Cathay Pacific Airways,8,Family Leisure,Premium Economy,New York to Hong Kong,4,5,5,5,5,5
Cathay Pacific Airways,3,Solo Leisure,Economy Class,Singapore to Hong Kong,1,1,1,1,2,1
Cathay Pacific Airways,9,Family Leisure,Premium Economy,Hong Kong to Los Angeles,4,5,5,5,4,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Toronto to Bangkok via Hong Kong,5,5,4,4,5,4
Cathay Pacific Airways,4,Couple Leisure,Business Class,London Heathrow to Hong Kong,2,2,1,2,4,2
Cathay Pacific Airways,10,Solo Leisure,Economy Class,London Heathrow to Hong Kong,5,5,4,5,5,5
Cathay Pacific Airways,10,Family Leisure,Economy Class,Bahrain to Hong Kong via Dubai,5,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,First Class,Hong Kong to Paris CDG,5,5,4,5,3,5
Cathay Pacific Airways,4,Solo Leisure,Economy Class,Hong Kong to Milan,4,3,1,4,3,1
Cathay Pacific Airways,7,Family Leisure,Economy Class,Hong Kong to Manila,3,3,3,4,3,4
Cathay Pacific Airways,3,Solo Leisure,Economy Class,Osaka to London via Hong Kong,1,2,1,2,2,1
Cathay Pacific Airways,7,Couple Leisure,Premium Economy,New York to Hong Kong,4,4,3,4,3,4
Cathay Pacific Airways,6,Couple Leisure,Premium Economy,Hong Kong to Vancouver via Ho Chi Minh City,4,5,1,5,5,3
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to London Heathrow,4,4,4,5,5,5
Cathay Pacific Airways,5,Couple Leisure,Premium Economy,Manchester to Sydney via Hong Kong,3,2,1,4,4,3
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Frankfurt to Seoul via Hong Kong,4,5,4,4,5,4
Cathay Pacific Airways,10,Solo Leisure,Business Class,Kansai to Taipei,5,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,First Class,Hong Kong to Taipei,5,5,5,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Business Class,Taipei to Kansai,5,5,5,5,5,5
Cathay Pacific Airways,7,Couple Leisure,Economy Class,Hong Kong to Bangkok,2,4,4,4,3,3
Cathay Pacific Airways,5,Couple Leisure,Premium Economy,Manchester to Sydney via Hong Kong,3,1,1,3,4,1
Cathay Pacific Airways,3,Family Leisure,Economy Class,Los Angeles to Chennai via Hong Kong,1,2,1,2,2,1
Cathay Pacific Airways,1,Couple Leisure,Economy Class,Bali to Gatwick via Hong Kong,1,1,1,3,1,1
Cathay Pacific Airways,8,Business,Economy Class,Singapore to Hong Kong,4,5,4,4,5,5
Cathay Pacific Airways,7,Solo Leisure,First Class,London to Shanghai via Hong Kong,5,5,2,4,1,4
Cathay Pacific Airways,10,Couple Leisure,Business Class,Hong Kong to London,5,5,5,5,4,4
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Newark to Hong kong,1,5,4,3,2,3
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Boston to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,9,Couple Leisure,Business Class,Kansai to Bangkok via Hong Kong,4,5,4,4,5,4
Cathay Pacific Airways,10,Solo Leisure,Business Class,Bangkok to Hong Kong,4,5,5,5,5,5
Cathay Pacific Airways,3,Family Leisure,Economy Class,Paris CDG to Hong Kong,2,3,1,4,1,3
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Hong Kong to Taipei,5,5,4,5,5,5
Cathay Pacific Airways,3,Business,Economy Class,Ho Chi Minh to Hong Kong,4,3,4,4,1,3
Cathay Pacific Airways,8,Business,Economy Class,Bangkok to Hong Kong,4,4,5,4,4,4
Cathay Pacific Airways,2,Business,Economy Class,London to Hong Kong,2,2,3,4,3,2
Cathay Pacific Airways,4,Solo Leisure,Economy Class,Gatwick to Hong Kong,4,1,3,4,2,3
Cathay Pacific Airways,10,Business,Economy Class,Manila to Amsterdam via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,7,Couple Leisure,Premium Economy,Paris to Hong Kong,5,3,3,4,5,4
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Dusseldorf to Hong Kong,4,4,3,5,3,3
Cathay Pacific Airways,5,Family Leisure,Premium Economy,Hong Kong to Sydney,3,3,2,2,3,1
Cathay Pacific Airways,5,Family Leisure,Premium Economy,Sydney to Hong Kong,3,1,2,2,3,2
Cathay Pacific Airways,10,Solo Leisure,Business Class,Kansai to Paris via Hong Kong,5,5,5,4,5,5
Cathay Pacific Airways,9,Solo Leisure,Business Class,Hong Kong to New York,5,5,5,5,5,4
Cathay Pacific Airways,10,Business,Economy Class,Gatwick to Hong Kong,4,5,4,5,4,3
Cathay Pacific Airways,9,Couple Leisure,Economy Class,Osaka to Hong Kong,5,5,3,4,4,4
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Taipei to Hong Kong,5,4,3,5,5,5
Cathay Pacific Airways,4,Business,Business Class,Hong Kong to London Heathrow,4,5,4,1,4,2
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Manila to Amsterdam via Hong Kong,5,5,3,4,5,5
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Bangkok to Chicago via Hong Kong,5,5,3,4,5,4
Cathay Pacific Airways,3,Business,Economy Class,New York to Singapore via Hong Kong,3,3,2,3,1,3
Cathay Pacific Airways,8,Couple Leisure,Business Class,Auckland to London via Hong Kong,5,4,4,5,4,5
Cathay Pacific Airways,9,Solo Leisure,Business Class,Manila to Gatwick via Hong Kong,5,5,1,5,4,5
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Los Angeles to Denpasar via Hong Kong,4,5,5,5,4,4
Cathay Pacific Airways,10,Couple Leisure,Business Class,Hong Kong to Bangkok,5,5,4,5,5,5
Cathay Pacific Airways,1,Family Leisure,Economy Class,Melbourne to Hong Kong,4,2,2,1,1,1
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Vancouver to Bangkok via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,7,Business,Premium Economy,Johannesburg to Tokyo via Hong Kong,4,4,3,3,3,4
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to Toronto,4,5,5,4,5,4
Cathay Pacific Airways,10,Solo Leisure,Business Class,Gatwick to Manila via Hong Kong,5,5,4,4,4,5
Cathay Pacific Airways,9,Couple Leisure,Business Class,Paris CDG to Kansai via Hong Kong,5,5,2,4,4,4
Cathay Pacific Airways,4,Couple Leisure,Premium Economy,Hong Kong to London,3,3,1,1,3,2
Cathay Pacific Airways,8,Business,Economy Class,Mumbai to San Francisco via Hong Kong,4,5,5,5,5,4
Cathay Pacific Airways,1,Family Leisure,Economy Class,Kuala Lumpur to Vancouver via Hong Kong,1,1,1,1,1,1
Cathay Pacific Airways,8,Family Leisure,Economy Class,Jakarta to Tokyo Haneda via Hong Kong,4,4,4,5,4,4
Cathay Pacific Airways,10,Business,Business Class,Singapore to Bangkok,5,5,5,5,4,5
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Melbourne to Manila via Hong Kong,4,4,4,5,3,5
Cathay Pacific Airways,5,Couple Leisure,Economy Class,Zurich to Bangkok via Hong Kong,5,5,4,4,4,2
Cathay Pacific Airways,10,Family Leisure,Economy Class,Hong Kong to Manila,5,5,4,5,5,5
Cathay Pacific Airways,4,Family Leisure,First Class,Hong Kong to London,4,3,2,3,1,4
Cathay Pacific Airways,5,Business,Economy Class,Hong Kong to Seoul,1,3,2,4,4,2
Cathay Pacific Airways,5,Couple Leisure,Economy Class,Melbourne to Colombo via Hong Kong,4,4,3,4,1,2
Cathay Pacific Airways,4,Business,Business Class,Hong Kong to London,3,2,1,3,2,3
Cathay Pacific Airways,6,Solo Leisure,Economy Class,Singapore to Bangkok,4,2,1,4,2,5
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Singapore to Bangkok,5,4,2,5,5,5
Cathay Pacific Airways,2,Couple Leisure,Economy Class,Sydney to Hong kong,3,2,3,3,1,2
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Hong Kong to Los Angeles,1,5,5,2,5,4
Cathay Pacific Airways,10,Solo Leisure,Economy Class,Manila to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,8,Family Leisure,Business Class,Manila to Newark via Hong Kong,5,4,4,4,3,3
Cathay Pacific Airways,8,Family Leisure,Economy Class,Hong Kong to Cebu,5,5,4,4,5,5
Cathay Pacific Airways,10,Couple Leisure,Economy Class,London to Manila via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,5,Business,Business Class,Hong Kong to Singapore,2,2,3,3,4,3
Cathay Pacific Airways,3,Couple Leisure,Premium Economy,Auckland to London via Hong Kong,3,3,3,1,2,2
Cathay Pacific Airways,4,Couple Leisure,Economy Class,Bangkok to Singapore,2,2,2,4,3,3
Cathay Pacific Airways,4,Solo Leisure,Business Class,Amsterdam to Bangkok via Hong Kong,1,2,1,3,2,1
Cathay Pacific Airways,6,Family Leisure,Economy Class,Seoul Incheon to Hong Kong,5,4,1,5,5,4
Cathay Pacific Airways,10,Business,Business Class,London to Hong Kong,5,5,5,4,5,5
Cathay Pacific Airways,6,Business,Business Class,Vancouver to Hong Kong,4,2,3,4,4,3
Cathay Pacific Airways,4,Couple Leisure,Economy Class,Mumbai to Hong Kong,2,2,2,2,2,2
Cathay Pacific Airways,9,Family Leisure,Economy Class,Hong Kong to Incheon,5,5,2,5,5,4
Cathay Pacific Airways,9,Solo Leisure,Premium Economy,Vancouver to Hong Kong,4,5,4,4,4,4
Cathay Pacific Airways,10,Solo Leisure,Premium Economy,Hong Kong to Vancouver,5,5,4,4,5,5
Cathay Pacific Airways,10,Family Leisure,Economy Class,Chicago to Bangkok via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,8,Business,Business Class,Hong Kong to Taipei,4,4,5,4,5,4
Cathay Pacific Airways,8,Business,Business Class,Hong Kong to Beijing,4,4,4,4,4,4
Cathay Pacific Airways,10,Business,Business Class,London to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,9,Business,Business Class,Beijing to Hong Kong,5,4,4,4,4,4
Cathay Pacific Airways,9,Business,Business Class,Hong Kong to London,5,4,4,4,5,4
Cathay Pacific Airways,5,Solo Leisure,Economy Class,New York to Hanoi via Hong Kong,3,4,4,4,1,2
Cathay Pacific Airways,8,Family Leisure,Economy Class,Hong Kong to Incheon,3,3,3,5,4,4
Cathay Pacific Airways,7,Family Leisure,Economy Class,Manila to Newark via Hong Kong,4,4,3,3,4,4
Cathay Pacific Airways,1,Couple Leisure,Economy Class,Hong Kong to London,1,1,1,3,1,1
Cathay Pacific Airways,10,Solo Leisure,Business Class,Bangkok to Vancouver via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Ho Chi Minh City to LAX via Hong Kong,5,4,4,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Business Class,Vancouver to Bangkok via Hong Kong,5,5,4,4,5,5
Cathay Pacific Airways,2,Couple Leisure,Business Class,Taipei to Hong Kong,2,2,1,1,1,1
Cathay Pacific Airways,4,Business,Economy Class,Hong Kong to Bangalore,2,1,1,2,3,3
Cathay Pacific Airways,8,Family Leisure,Economy Class,Cebu to Hong Kong,5,5,5,4,5,5
Cathay Pacific Airways,9,Business,Economy Class,Singapore to Hong Kong,5,5,4,2,4,4
Cathay Pacific Airways,3,Solo Leisure,Economy Class,Jakarta to New York JFK via Hong Kong,3,4,2,4,2,1
Cathay Pacific Airways,7,Solo Leisure,First Class,Hong Kong to Heathrow,5,4,4,5,4,4
Cathay Pacific Airways,7,Solo Leisure,First Class,Heathrow to Hong Kong,4,4,5,5,4,4
Cathay Pacific Airways,10,Solo Leisure,Economy Class,ZÃ¼rich to New York via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,9,Couple Leisure,Premium Economy,Hong Kong to London Gatwick,4,4,4,5,5,5
Cathay Pacific Airways,10,Family Leisure,Premium Economy,New York to Shanghai via Hong Kong,5,5,5,4,4,4
Cathay Pacific Airways,9,Couple Leisure,Business Class,Dubai to Brisbane via Hong Kong,4,5,4,4,5,4
Cathay Pacific Airways,8,Solo Leisure,Economy Class,London to Hong Kong,4,4,4,4,4,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Auckland to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,7,Couple Leisure,Premium Economy,Hong Kong to Sydney,4,4,4,4,3,4
Cathay Pacific Airways,10,Family Leisure,Economy Class,Dubai to Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Business Class,Manila to Gatwick via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,8,Business,Business Class,MNL to ORD via HKG,4,4,4,4,4,4
Cathay Pacific Airways,5,Business,Economy Class,New York to Hong Kong,2,2,2,3,3,3
Cathay Pacific Airways,10,Solo Leisure,Premium Economy,Bangkok to Vancouver via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,8,Solo Leisure,Business Class,Kolkata to New York via Hong Kong,5,5,5,5,4,4
Cathay Pacific Airways,10,Family Leisure,Economy Class,Seoul to Bangkok via Hong Kong,5,5,5,5,5,5
Cathay Pacific Airways,8,Business,Economy Class,Hong Kong to Cebu,3,4,3,4,3,5
Cathay Pacific Airways,7,Solo Leisure,Economy Class,Vancouver to Bangkok via Hong Kong,4,5,4,5,4,4
Cathay Pacific Airways,8,Couple Leisure,Business Class,London to Adelaide via Hong Kong,4,5,4,4,4,4
Cathay Pacific Airways,8,Couple Leisure,Business Class,Sydney to London via Hong Kong,4,5,5,4,3,4
Cathay Pacific Airways,2,Solo Leisure,Economy Class,Taipei to Hong Kong,2,3,1,1,4,1
Cathay Pacific Airways,6,Couple Leisure,Economy Class,Paris to Sydney via Hong Kong,2,4,3,4,3,3
Cathay Pacific Airways,7,Family Leisure,Economy Class,Penang to Shanghai via Hong Kong,3,4,4,4,4,4
Cathay Pacific Airways,9,Solo Leisure,Business Class,Tokyo to Hong Kong,5,5,3,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Premium Economy,Hong Kong to Vancouver,4,5,3,4,5,4
Cathay Pacific Airways,9,Solo Leisure,Premium Economy,Vancouver to Hong Kong,5,5,3,4,5,4
Cathay Pacific Airways,6,Solo Leisure,Economy Class,Tokyo Narita to Hong Kong,1,4,4,5,4,3
Cathay Pacific Airways,9,Family Leisure,Premium Economy,Manila to Hong Kong,5,5,3,5,4,4
Cathay Pacific Airways,9,Solo Leisure,Economy Class,Hong Kong to London,4,5,5,5,2,4
Cathay Pacific Airways,9,Family Leisure,Premium Economy,Jakarta to Hong Kong,5,5,4,5,4,5
Cathay Pacific Airways,10,Solo Leisure,Business Class,London to Manila via Hong Kong,5,5,4,5,5,5
Cathay Pacific Airways,8,Solo Leisure,Business Class,Beijing to Hong Kong,4,3,4,3,4,3
Cathay Pacific Airways,9,Solo Leisure,Business Class,Auckland to London via Hong Kong,5,5,4,4,4,4
Cathay Pacific Airways,8,Couple Leisure,Economy Class,Sydney to London via Hong Kong,3,3,3,3,4,3
Cathay Pacific Airways,10,Couple Leisure,Economy Class,PVG to HKG,5,5,5,5,5,5
Cathay Pacific Airways,10,Family Leisure,Economy Class,KUL to HKG,4,5,5,5,4,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,BAH to MNL via HKG,5,5,5,5,5,5
Cathay Pacific Airways,7,Couple Leisure,Premium Economy,Auckland to London via Hong Kong,4,5,2,4,4,4
Cathay Pacific Airways,9,Family Leisure,Economy Class,CGK to PEK via HKG,4,4,5,4,4,5
Cathay Pacific Airways,8,Solo Leisure,Business Class,BKK to HKG,3,4,3,4,4,3
Cathay Pacific Airways,10,Solo Leisure,Economy Class,BKK to HKG,5,5,5,5,5,4
Cathay Pacific Airways,5,Family Leisure,Premium Economy,MNL to YVR via HKG,2,3,3,3,3,3
Cathay Pacific Airways,3,Solo Leisure,Business Class,CEB to HKG,1,2,2,4,2,3
Cathay Pacific Airways,10,Family Leisure,Economy Class,YYZ to BOM via HKG,4,5,4,4,5,5
Cathay Pacific Airways,1,Family Leisure,Economy Class,JFK to MNL via HKG,3,5,3,5,1,1
Cathay Pacific Airways,8,Solo Leisure,Economy Class,CDG to BKK via HKG,4,5,4,4,5,4
Cathay Pacific Airways,9,Couple Leisure,Business Class,MNL to HKG,4,5,4,4,4,3
Cathay Pacific Airways,9,Business,First Class,HKG to CDG,5,5,5,4,5,3
Cathay Pacific Airways,9,Solo Leisure,Business Class,HKG to BKK,5,5,4,4,5,3
Cathay Pacific Airways,9,Solo Leisure,Business Class,CGK to YYZ via HKG,4,5,3,4,4,4
Cathay Pacific Airways,10,Solo Leisure,Economy Class,BKK to YVR via HKG,5,5,5,4,5,4
Cathay Pacific Airways,10,Business,Business Class,AKL to MXP via HKG,5,5,5,4,4,5
Cathay Pacific Airways,10,Business,Business Class,MXP to AKL via HKG,5,5,5,5,4,5
Cathay Pacific Airways,10,Solo Leisure,Business Class,BNE to HKG,5,5,5,5,5,5
Cathay Pacific Airways,7,Solo Leisure,Economy Class,AKL to MNL via HKG,3,5,5,4,4,4
Cathay Pacific Airways,7,Business,Business Class,DUS to HKG,5,3,3,3,5,5
Cathay Pacific Airways,2,Family Leisure,Economy Class,HKG to TPE,3,3,2,1,1,1
Cathay Pacific Airways,1,Business,Economy Class,ICN to HKG,1,1,1,1,1,1
Cathay Pacific Airways,7,Solo Leisure,Economy Class,YVR to BKK via HKG,4,5,5,5,3,4
Cathay Pacific Airways,7,Solo Leisure,Business Class,BA to CEB via HKG,4,3,1,4,2,3
Cathay Pacific Airways,4,Solo Leisure,Business Class,HKG to PEK,4,4,3,3,3,3
Cathay Pacific Airways,2,Family Leisure,Economy Class,HKG to MEL,1,1,1,2,1,1
Cathay Pacific Airways,8,Couple Leisure,Business Class,HKG to MEL,4,4,4,4,4,4
Cathay Pacific Airways,5,Solo Leisure,Premium Economy,SIN to HKG,3,1,2,1,3,3
Cathay Pacific Airways,2,Family Leisure,Economy Class,MEL to NRT via HKG,1,2,1,1,5,1
Cathay Pacific Airways,2,Business,Economy Class,TPE to DEL via HKG,3,4,3,3,1,1
Cathay Pacific Airways,9,Business,Business Class,SHA to HKG,5,5,4,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Premium Economy,YVR to HKG,5,4,4,5,5,4
Cathay Pacific Airways,10,Couple Leisure,Business Class,HKG to SIN,5,5,4,4,5,5
Cathay Pacific Airways,9,Solo Leisure,First Class,JFK to PEK via HKG,5,5,4,4,4,4
Cathay Pacific Airways,2,Solo Leisure,Economy Class,LHR to BNE via HKG,1,3,3,2,2,2
Cathay Pacific Airways,9,Couple Leisure,Premium Economy,CDG to TPE via HKG,4,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,BKK to YVR via HKG,5,5,5,5,5,5
Cathay Pacific Airways,10,Family Leisure,Economy Class,HKG to DPS,5,5,5,5,5,5
Cathay Pacific Airways,7,Couple Leisure,Business Class,MAN to MEL via HKG,5,3,2,5,5,4
Cathay Pacific Airways,7,Business,Business Class,HKG to LHR,3,4,4,4,4,3
Cathay Pacific Airways,9,Solo Leisure,Business Class,HKG to LGW,4,5,5,5,5,4
Cathay Pacific Airways,10,Business,Economy Class,SIN to HKG,4,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Premium Economy,LHR to BNE via HKG,5,5,5,5,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,HKG to KUL,4,5,4,5,4,4
Cathay Pacific Airways,9,Couple Leisure,Economy Class,MAN to SYD via HKG,4,5,4,4,5,3
Cathay Pacific Airways,3,Solo Leisure,Premium Economy,AKL to MAN via HKG,1,1,1,1,4,2
Cathay Pacific Airways,7,Business,Premium Economy,MEL to HKG,4,4,4,4,3,3
Cathay Pacific Airways,10,Solo Leisure,Premium Economy,YVR to JFK,5,5,5,5,5,5
Cathay Pacific Airways,5,Solo Leisure,Premium Economy,LHR to HKG,4,4,3,3,4,1
Cathay Pacific Airways,10,Solo Leisure,Business Class,MNL to LGW via HKG,5,5,4,4,4,5
Cathay Pacific Airways,5,Solo Leisure,Economy Class,HKG to NRT,2,4,1,3,4,3
Cathay Pacific Airways,8,Solo Leisure,Economy Class,KIX to HKG,3,4,4,4,3,4
Cathay Pacific Airways,7,Solo Leisure,Premium Economy,HKG to LHR,4,4,4,4,4,2
Cathay Pacific Airways,10,Business,Business Class,SGN to DXB via HKG,5,5,5,4,4,5
Cathay Pacific Airways,1,Family Leisure,Economy Class,HYD to MEL via HKG,2,3,3,3,1,1
Cathay Pacific Airways,5,Couple Leisure,Premium Economy,SYD to PVG via HKG,2,3,3,3,4,2
Cathay Pacific Airways,9,Solo Leisure,Economy Class,HYD to SYD via HKG,5,4,5,4,5,5
Cathay Pacific Airways,9,Solo Leisure,Business Class,MEL to FCO via HKG,5,5,3,2,5,5
Cathay Pacific Airways,8,Family Leisure,First Class,MEL to AMS via HKG,4,3,4,3,3,3
Cathay Pacific Airways,7,Solo Leisure,Business Class,BAH to CEB via HKG,4,4,2,4,3,4
Cathay Pacific Airways,10,Solo Leisure,Business Class,HKG to DUS,4,5,5,5,5,5
Cathay Pacific Airways,7,Family Leisure,Business Class,HKG to ICN,2,4,2,4,3,3
Cathay Pacific Airways,9,Family Leisure,Business Class,ICN to HKG,5,5,5,5,2,4
Cathay Pacific Airways,8,Business,Business Class,LHR to HKG,5,5,4,4,4,4
Cathay Pacific Airways,7,Solo Leisure,Business Class,HKG to PEK,4,4,3,4,4,3
Cathay Pacific Airways,9,Solo Leisure,Economy Class,AKL to ICN via HKG,4,5,5,3,5,5
Cathay Pacific Airways,6,Business,Business Class,HKG to DUS,3,4,5,3,4,3
Cathay Pacific Airways,10,Solo Leisure,Business Class,LGW to MNL via HKG,5,5,4,5,5,5
Cathay Pacific Airways,9,Couple Leisure,Economy Class,PEK to SYD,5,5,5,3,5,5
Cathay Pacific Airways,10,Business,Business Class,HKG to LHR,5,5,4,4,5,5
Cathay Pacific Airways,2,Couple Leisure,Economy Class,MAN to SYD to HKG,2,2,1,3,1,3
Cathay Pacific Airways,9,Couple Leisure,Premium Economy,PVG to YYZ via HKG,4,5,5,4,4,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,ADL to HKG,5,5,5,5,5,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,MXP to AKL via HKG,5,5,5,4,5,5
Cathay Pacific Airways,8,Family Leisure,First Class,LHR to AKL via HKG,4,5,4,3,4,3
Cathay Pacific Airways,8,Family Leisure,Business Class,AKL to FRA via HKG,4,4,4,3,5,3
Cathay Pacific Airways,8,Family Leisure,Economy Class,MEL to CMB via HKG,4,5,5,5,5,5
Cathay Pacific Airways,5,Solo Leisure,Business Class,HKG to KUL,3,3,2,2,3,2
Cathay Pacific Airways,10,Solo Leisure,Economy Class,MNL to BAH,4,5,5,5,4,5
Cathay Pacific Airways,10,Solo Leisure,Economy Class,HKG to SYD,3,5,5,5,4,5
Cathay Pacific Airways,8,Couple Leisure,Economy Class,CDG to SYD via HKG,3,5,4,3,4,5
Cathay Pacific Airways,6,Family Leisure,Economy Class,HKG to BOM,4,2,3,4,2,3
Cathay Pacific Airways,4,Business,Business Class,KUL to LHR via HKG,5,3,1,4,4,2
Cathay Pacific Airways,2,Solo Leisure,Economy Class,HKG to TPE,4,1,1,4,3,2
Cathay Pacific Airways,5,Solo Leisure,Business Class,HKG to CDG,3,3,2,5,4,2
Cathay Pacific Airways,9,Solo Leisure,Business Class,JFK to SIN via HKG,4,4,4,4,5,4
Cathay Pacific Airways,8,Solo Leisure,Economy Class,Xi'an to MXP via HKG,4,3,4,5,4,5
Cathay Pacific Airways,5,Solo Leisure,Economy Class,MEL to LHR via HKG,2,3,2,3,5,3
Cathay Pacific Airways,9,Solo Leisure,Business Class,ADL to HKG,5,5,5,4,5,3
Cathay Pacific Airways,8,Couple Leisure,First Class,SYD to AMS via HKG,4,3,4,3,5,4
Cathay Pacific Airways,3,Business,Economy Class,BKK to HKG,1,4,1,3,2,2
Cathay Pacific Airways,9,Solo Leisure,Economy Class,MNL to AKL via HKG,4,5,5,5,5,5
Cathay Pacific Airways,10,Family Leisure,Business Class,CGK to LAX via HKG,5,5,5,4,5,5
Cathay Pacific Airways,9,Solo Leisure,Economy Class,HKG to JFK via YVR,5,5,4,5,5,5
