city,year,population
Brazos Bend,2017,339
Brazos Bend,2018,349
Brazos Bend,2019,356
Brazos Country,2010,468
Brazos Country,2011,470
Brazos Country,2012,471
Brazos Country,2013,472
Brazos Country,2014,475
Brazos Country,2015,479
Brazos Country,2016,480
Brazos Country,2017,480
Brazos Country,2018,481
Brazos Country,2019,474
Breckenridge,2010,5772
Breckenridge,2011,5712
Breckenridge,2012,5668
Breckenridge,2013,5517
Breckenridge,2014,5517
Breckenridge,2015,5496
Breckenridge,2016,5465
Breckenridge,2017,5394
Breckenridge,2018,5460
Breckenridge,2019,5423
Bremond,2010,925
Bremond,2011,929
Bremond,2012,917
Bremond,2013,918
Bremond,2014,922
Bremond,2015,936
Bremond,2016,935
Bremond,2017,960
Bremond,2018,970
Bremond,2019,966
Brenham,2010,15830
Brenham,2011,16105
Brenham,2012,16045
Brenham,2013,16220
Brenham,2014,16310
Brenham,2015,16655
Brenham,2016,16722
Brenham,2017,16818
Brenham,2018,17568
Brenham,2019,17863
Briarcliff village,2010,1446
Briarcliff village,2011,1502
Briarcliff village,2012,1554
Briarcliff village,2013,1575
Briarcliff village,2014,1598
Briarcliff village,2015,1633
Briarcliff village,2016,1676
Briarcliff village,2017,1713
Briarcliff village,2018,1758
Briarcliff village,2019,1819
Briaroaks,2010,488
Briaroaks,2011,487
Briaroaks,2012,490
Briaroaks,2013,486
Briaroaks,2014,485
Briaroaks,2015,487
Briaroaks,2016,491
Briaroaks,2017,494
Briaroaks,2018,500
Briaroaks,2019,507
Bridge City,2010,7846
Bridge City,2011,7885
Bridge City,2012,7875
Bridge City,2013,7838
Bridge City,2014,7852
Bridge City,2015,7846
Bridge City,2016,8051
Bridge City,2017,8108
Bridge City,2018,7919
Bridge City,2019,7862
Bridgeport,2010,5987
Bridgeport,2011,6048
Bridgeport,2012,6073
Bridgeport,2013,6131
Bridgeport,2014,6201
Bridgeport,2015,6299
Bridgeport,2016,6442
Bridgeport,2017,6351
Bridgeport,2018,6532
Bridgeport,2019,6653
Broaddus,2010,207
Broaddus,2011,205
Broaddus,2012,206
Broaddus,2013,203
Broaddus,2014,200
Broaddus,2015,197
Broaddus,2016,197
Broaddus,2017,199
Broaddus,2018,196
Broaddus,2019,197
Bronte,2010,999
Bronte,2011,976
Bronte,2012,963
Bronte,2013,956
Bronte,2014,966
Bronte,2015,965
Bronte,2016,972
Bronte,2017,976
Bronte,2018,992
Bronte,2019,999
Brookshire,2010,4761
Brookshire,2011,4787
Brookshire,2012,4797
Brookshire,2013,4850
Brookshire,2014,4966
Brookshire,2015,5125
Brookshire,2016,5219
Brookshire,2017,5261
Brookshire,2018,5488
Brookshire,2019,5816
Brookside Village,2010,1528
Brookside Village,2011,1530
Brookside Village,2012,1528
Brookside Village,2013,1531
Brookside Village,2014,1552
Brookside Village,2015,1552
Brookside Village,2016,1560
Brookside Village,2017,1568
Brookside Village,2018,1571
Brookside Village,2019,1577
Browndell,2010,199
Browndell,2011,203
Browndell,2012,202
Browndell,2013,200
Browndell,2014,199
Browndell,2015,199
Browndell,2016,201
Browndell,2017,203
Browndell,2018,207
Browndell,2019,206
Brownfield,2010,9679
Brownfield,2011,9686
Brownfield,2012,9647
Brownfield,2013,9696
Brownfield,2014,9772
Brownfield,2015,9741
Brownfield,2016,9740
Brownfield,2017,9429
Brownfield,2018,9370
Brownfield,2019,9358
Brownsboro,2010,1044
Brownsboro,2011,1044
Brownsboro,2012,1044
Brownsboro,2013,1045
Brownsboro,2014,1063
Brownsboro,2015,1069
Brownsboro,2016,1076
Brownsboro,2017,1227
Brownsboro,2018,1250
Brownsboro,2019,1279
Brownsville,2010,175362
Brownsville,2011,178154
Brownsville,2012,179652
Brownsville,2013,180648
Brownsville,2014,181656
Brownsville,2015,181528
Brownsville,2016,182311
Brownsville,2017,182384
Brownsville,2018,182333
Brownsville,2019,182781
Brownwood,2010,19268
Brownwood,2011,19153
Brownwood,2012,18982
Brownwood,2013,18891
Brownwood,2014,18850
Brownwood,2015,18855
Brownwood,2016,18876
Brownwood,2017,18607
Brownwood,2018,18588
Brownwood,2019,18455
Bruceville-Eddy,2010,1629
Bruceville-Eddy,2011,1643
Bruceville-Eddy,2012,1644
Bruceville-Eddy,2013,1653
Bruceville-Eddy,2014,1662
Bruceville-Eddy,2015,1663
Bruceville-Eddy,2016,1665
Bruceville-Eddy,2017,1672
Bruceville-Eddy,2018,1687
Bruceville-Eddy,2019,1697
Bryan,2010,76517
Bryan,2011,77196
Bryan,2012,77832
Bryan,2013,78939
Bryan,2014,80667
Bryan,2015,82052
Bryan,2016,83171
Bryan,2017,84188
Bryan,2018,84817
Bryan,2019,86276
Bryson,2010,536
Bryson,2011,537
Bryson,2012,535
Bryson,2013,533
Bryson,2014,529
Bryson,2015,529
Bryson,2016,524
Bryson,2017,528
Bryson,2018,528
Bryson,2019,536
Buckholts,2010,517
Buckholts,2011,518
Buckholts,2012,507
Buckholts,2013,507
Buckholts,2014,508
Buckholts,2015,512
Buckholts,2016,518
Buckholts,2017,523
Buckholts,2018,527
Buckholts,2019,522
Buda,2010,7478
Buda,2011,8563
Buda,2012,9263
Buda,2013,10038
Buda,2014,11313
Buda,2015,13559
Buda,2016,14851
Buda,2017,16087
Buda,2018,16398
Buda,2019,16906
Buffalo,2010,1851
Buffalo,2011,1863
Buffalo,2012,1851
Buffalo,2013,1833
Buffalo,2014,1848
Buffalo,2015,1876
Buffalo,2016,1891
Buffalo,2017,1894
Buffalo,2018,1891
Buffalo,2019,1902
Buffalo Gap,2010,528
Buffalo Gap,2011,528
Buffalo Gap,2012,531
Buffalo Gap,2013,527
Buffalo Gap,2014,530
Buffalo Gap,2015,532
Buffalo Gap,2016,527
Buffalo Gap,2017,527
Buffalo Gap,2018,534
Buffalo Gap,2019,557
Buffalo Springs village,2010,449
Buffalo Springs village,2011,450
Buffalo Springs village,2012,449
Buffalo Springs village,2013,450
Buffalo Springs village,2014,450
Buffalo Springs village,2015,449
Buffalo Springs village,2016,450
Buffalo Springs village,2017,447
Buffalo Springs village,2018,442
Buffalo Springs village,2019,442
Bullard,2010,2485
Bullard,2011,2548
Bullard,2012,2605
Bullard,2013,2663
Bullard,2014,2743
Bullard,2015,2827
Bullard,2016,3048
Bullard,2017,3284
Bullard,2018,3552
Bullard,2019,3727
Bulverde,2010,4709
Bulverde,2011,4772
Bulverde,2012,4810
Bulverde,2013,4884
Bulverde,2014,4951
Bulverde,2015,5026
Bulverde,2016,5117
Bulverde,2017,5152
Bulverde,2018,5200
Bulverde,2019,5300
Bunker Hill Village,2010,3638
Bunker Hill Village,2011,3702
Bunker Hill Village,2012,3773
Bunker Hill Village,2013,3833
Bunker Hill Village,2014,3906
Bunker Hill Village,2015,3954
Bunker Hill Village,2016,3957
Bunker Hill Village,2017,3964
Bunker Hill Village,2018,3955
Bunker Hill Village,2019,3935
Burkburnett,2010,10828
Burkburnett,2011,10761
Burkburnett,2012,10854
Burkburnett,2013,11042
Burkburnett,2014,11181
Burkburnett,2015,11061
Burkburnett,2016,11106
Burkburnett,2017,11188
Burkburnett,2018,11219
Burkburnett,2019,11270
Burke,2010,732
Burke,2011,734
Burke,2012,730
Burke,2013,729
Burke,2014,731
Burke,2015,732
Burke,2016,732
Burke,2017,733
Burke,2018,728
Burke,2019,727
Burleson,2010,37051
Burleson,2011,38464
Burleson,2012,39026
Burleson,2013,40521
Burleson,2014,41574
Burleson,2015,43279
Burleson,2016,44674
Burleson,2017,46001
Burleson,2018,47113
Burleson,2019,48225
Burnet,2010,5981
Burnet,2011,5987
Burnet,2012,5988
Burnet,2013,5994
Burnet,2014,6014
Burnet,2015,6093
Burnet,2016,6214
Burnet,2017,6293
Burnet,2018,6344
Burnet,2019,6406
Burton,2010,296
Burton,2011,296
Burton,2012,295
Burton,2013,296
Burton,2014,297
Burton,2015,297
Burton,2016,294
Burton,2017,295
Burton,2018,292
Burton,2019,292
Byers,2010,484
Byers,2011,480
Byers,2012,473
Byers,2013,470
Byers,2014,464
Byers,2015,462
Byers,2016,456
Byers,2017,461
Byers,2018,458
Byers,2019,452
Bynum,2010,199
Bynum,2011,200
Bynum,2012,199
Bynum,2013,197
Bynum,2014,196
Bynum,2015,196
Bynum,2016,197
Bynum,2017,200
Bynum,2018,202
Bynum,2019,207
Cactus,2010,3200
Cactus,2011,3224
Cactus,2012,3288
Cactus,2013,3241
Cactus,2014,3243
Cactus,2015,3230
Cactus,2016,3247
Cactus,2017,3269
Cactus,2018,3235
Cactus,2019,3245
Caddo Mills,2010,1374
Caddo Mills,2011,1378
Caddo Mills,2012,1391
Caddo Mills,2013,1418
Caddo Mills,2014,1449
Caddo Mills,2015,1483
Caddo Mills,2016,1531
Caddo Mills,2017,1555
Caddo Mills,2018,1607
Caddo Mills,2019,1698
Caldwell,2010,4116
Caldwell,2011,4148
Caldwell,2012,4179
Caldwell,2013,4181
Caldwell,2014,4207
Caldwell,2015,4247
Caldwell,2016,4281
Caldwell,2017,4323
Caldwell,2018,4362
Caldwell,2019,4373
Callisburg,2010,353
Callisburg,2011,352
Callisburg,2012,357
Callisburg,2013,356
Callisburg,2014,358
Callisburg,2015,366
Callisburg,2016,367
Callisburg,2017,371
Callisburg,2018,374
Callisburg,2019,383
Calvert,2010,1187
Calvert,2011,1184
Calvert,2012,1151
Calvert,2013,1145
Calvert,2014,1138
Calvert,2015,1145
Calvert,2016,1141
Calvert,2017,1153
Calvert,2018,1147
Calvert,2019,1126
Cameron,2010,5522
Cameron,2011,5507
Cameron,2012,5398
Cameron,2013,5391
Cameron,2014,5347
Cameron,2015,5420
Cameron,2016,5483
Cameron,2017,5525
Cameron,2018,5522
Cameron,2019,5464
Campbell,2010,564
Campbell,2011,566
Campbell,2012,566
Campbell,2013,568
Campbell,2014,575
Campbell,2015,581
Campbell,2016,595
Campbell,2017,606
Campbell,2018,622
Campbell,2019,632
Camp Wood,2010,707
Camp Wood,2011,728
Camp Wood,2012,712
Camp Wood,2013,707
Camp Wood,2014,712
Camp Wood,2015,703
Camp Wood,2016,721
Camp Wood,2017,723
Camp Wood,2018,736
Camp Wood,2019,731
Canadian,2010,2641
Canadian,2011,2751
Canadian,2012,2842
Canadian,2013,2932
Canadian,2014,2938
Canadian,2015,3021
Canadian,2016,2897
Canadian,2017,2769
Canadian,2018,2717
Canadian,2019,2699
Caney City,2010,215
Caney City,2011,214
Caney City,2012,214
Caney City,2013,212
Caney City,2014,212
Caney City,2015,213
Caney City,2016,215
Caney City,2017,218
Caney City,2018,220
Caney City,2019,220
Canton,2010,3569
Canton,2011,3540
Canton,2012,3560
Canton,2013,3561
Canton,2014,3553
Canton,2015,3741
Canton,2016,3788
Canton,2017,3814
Canton,2018,3834
Canton,2019,3861
Canyon,2010,13359
Canyon,2011,13663
Canyon,2012,13802
Canyon,2013,14169
Canyon,2014,14672
Canyon,2015,14844
Canyon,2016,14995
Canyon,2017,15067
Canyon,2018,15672
Canyon,2019,15945
Carbon,2010,274
Carbon,2011,274
Carbon,2012,272
Carbon,2013,271
Carbon,2014,269
Carbon,2015,269
Carbon,2016,271
Carbon,2017,272
Carbon,2018,272
Carbon,2019,272
Carl's Corner,2010,173
Carl's Corner,2011,173
Carl's Corner,2012,176
Carl's Corner,2013,174
Carl's Corner,2014,175
Carl's Corner,2015,175
Carl's Corner,2016,179
Carl's Corner,2017,184
Carl's Corner,2018,186
Carl's Corner,2019,190
Carmine,2010,250
Carmine,2011,252
Carmine,2012,249
Carmine,2013,250
Carmine,2014,250
Carmine,2015,251
Carmine,2016,252
Carmine,2017,251
Carmine,2018,252
Carmine,2019,252
Carrizo Springs,2010,5393
Carrizo Springs,2011,5425
Carrizo Springs,2012,5613
Carrizo Springs,2013,5836
Carrizo Springs,2014,5874
Carrizo Springs,2015,5829
Carrizo Springs,2016,5691
Carrizo Springs,2017,5479
Carrizo Springs,2018,5415
Carrizo Springs,2019,5362
Carrollton,2010,119564
Carrollton,2011,122527
Carrollton,2012,125484
Carrollton,2013,126545
Carrollton,2014,128349
Carrollton,2015,133060
Carrollton,2016,133704
Carrollton,2017,136054
Carrollton,2018,137013
Carrollton,2019,139248
Carthage,2010,6769
Carthage,2011,6834
Carthage,2012,6822
Carthage,2013,6745
Carthage,2014,6747
Carthage,2015,6699
Carthage,2016,6598
Carthage,2017,6508
Carthage,2018,6449
Carthage,2019,6431
Cashion Community,2010,349
Cashion Community,2011,346
Cashion Community,2012,351
Cashion Community,2013,351
Cashion Community,2014,353
Cashion Community,2015,348
Cashion Community,2016,351
Cashion Community,2017,352
Cashion Community,2018,354
Cashion Community,2019,355
Castle Hills,2010,4137
Castle Hills,2011,4197
Castle Hills,2012,4246
Castle Hills,2013,4290
Castle Hills,2014,4353
Castle Hills,2015,4400
Castle Hills,2016,4443
Castle Hills,2017,4457
Castle Hills,2018,4465
Castle Hills,2019,4470
Castroville,2010,2784
Castroville,2011,2806
Castroville,2012,2815
Castroville,2013,2826
Castroville,2014,2853
Castroville,2015,2892
Castroville,2016,2936
Castroville,2017,3015
Castroville,2018,3064
Castroville,2019,3119
Cedar Hill,2010,45093
Cedar Hill,2011,45829
Cedar Hill,2012,46485
Cedar Hill,2013,46749
Cedar Hill,2014,48191
Cedar Hill,2015,48671
Cedar Hill,2016,48729
Cedar Hill,2017,48752
Cedar Hill,2018,48304
Cedar Hill,2019,47930
Cedar Park,2010,55777
Cedar Park,2011,58840
Cedar Park,2012,61496
Cedar Park,2013,64800
Cedar Park,2014,67161
Cedar Park,2015,69556
Cedar Park,2016,72545
Cedar Park,2017,75559
Cedar Park,2018,76903
Cedar Park,2019,79462
Celeste,2010,815
Celeste,2011,818
Celeste,2012,818
Celeste,2013,818
Celeste,2014,822
Celeste,2015,830
Celeste,2016,849
Celeste,2017,869
Celeste,2018,899
Celeste,2019,907
Celina,2010,6353
Celina,2011,6617
Celina,2012,6901
Celina,2013,7116
Celina,2014,7406
Celina,2015,8022
Celina,2016,8366
Celina,2017,10139
Celina,2018,12735
Celina,2019,16299
Center,2010,5346
Center,2011,5400
Center,2012,5450
Center,2013,5429
Center,2014,5343
Center,2015,5300
Center,2016,5311
Center,2017,5224
Center,2018,5205
Center,2019,5175
Centerville,2010,888
Centerville,2011,893
Centerville,2012,886
Centerville,2013,879
Centerville,2014,877
Centerville,2015,896
Centerville,2016,898
Centerville,2017,897
Centerville,2018,902
Centerville,2019,907
Chandler,2010,2746
Chandler,2011,2759
Chandler,2012,2767
Chandler,2013,2763
Chandler,2014,2834
Chandler,2015,2897
Chandler,2016,2954
Chandler,2017,2984
Chandler,2018,3070
Chandler,2019,3180
Channing,2010,363
Channing,2011,353
Channing,2012,359
Channing,2013,353
Channing,2014,354
Channing,2015,358
Channing,2016,356
Channing,2017,355
Channing,2018,347
Channing,2019,344
Charlotte,2010,1718
Charlotte,2011,1737
Charlotte,2012,1765
Charlotte,2013,1779
Charlotte,2014,1798
Charlotte,2015,1815
Charlotte,2016,1822
Charlotte,2017,1830
Charlotte,2018,1874
Charlotte,2019,1898
Chester,2010,315
Chester,2011,313
Chester,2012,309
Chester,2013,310
Chester,2014,309
Chester,2015,308
Chester,2016,307
Chester,2017,309
Chester,2018,309
Chester,2019,311
Chico,2010,1011
Chico,2011,1022
Chico,2012,1032
Chico,2013,1037
Chico,2014,1049
Chico,2015,1063
Chico,2016,1085
Chico,2017,1115
Chico,2018,1152
Chico,2019,1177
Childress,2010,6130
Childress,2011,6081
Childress,2012,6092
Childress,2013,6064
Childress,2014,6073
Childress,2015,6074
Childress,2016,6082
Childress,2017,6039
Childress,2018,6057
Childress,2019,6048
Chillicothe,2010,711
Chillicothe,2011,712
Chillicothe,2012,700
Chillicothe,2013,696
Chillicothe,2014,682
Chillicothe,2015,671
Chillicothe,2016,682
Chillicothe,2017,679
Chillicothe,2018,674
Chillicothe,2019,673
China,2010,1157
China,2011,1161
China,2012,1158
China,2013,1163
China,2014,1169
China,2015,1194
China,2016,1203
China,2017,1208
China,2018,1207
China,2019,1206
China Grove,2010,1179
China Grove,2011,1196
China Grove,2012,1220
China Grove,2013,1243
China Grove,2014,1264
China Grove,2015,1279
China Grove,2016,1299
China Grove,2017,1307
China Grove,2018,1317
China Grove,2019,1321
Chireno,2010,387
Chireno,2011,388
Chireno,2012,391
Chireno,2013,385
Chireno,2014,384
Chireno,2015,385
Chireno,2016,385
Chireno,2017,384
Chireno,2018,385
Chireno,2019,384
Christine,2010,382
Christine,2011,385
Christine,2012,393
Christine,2013,395
Christine,2014,401
Christine,2015,406
Christine,2016,409
Christine,2017,409
Christine,2018,419
Christine,2019,425
Cibolo,2010,20550
Cibolo,2011,21599
Cibolo,2012,22603
Cibolo,2013,23877
Cibolo,2014,25224
Cibolo,2015,26470
Cibolo,2016,27641
Cibolo,2017,29021
Cibolo,2018,30169
Cibolo,2019,31281
Cisco,2010,3872
Cisco,2011,3864
Cisco,2012,3838
Cisco,2013,3780
Cisco,2014,3785
Cisco,2015,3767
Cisco,2016,3765
Cisco,2017,3769
Cisco,2018,3765
Cisco,2019,3784
Clarendon,2010,2080
Clarendon,2011,2050
Clarendon,2012,2025
Clarendon,2013,1978
Clarendon,2014,1923
Clarendon,2015,1844
Clarendon,2016,1830
Clarendon,2017,1819
Clarendon,2018,1805
Clarendon,2019,1781
Clarksville,2010,3354
Clarksville,2011,3302
Clarksville,2012,3309
Clarksville,2013,3246
Clarksville,2014,3233
Clarksville,2015,3202
Clarksville,2016,3167
Clarksville,2017,3150
Clarksville,2018,3116
Clarksville,2019,3072
Clarksville City,2010,869
Clarksville City,2011,873
Clarksville City,2012,875
Clarksville City,2013,880
Clarksville City,2014,884
Clarksville City,2015,886
Clarksville City,2016,903
Clarksville City,2017,906
Clarksville City,2018,915
Clarksville City,2019,934
Claude,2010,1200
Claude,2011,1220
Claude,2012,1232
Claude,2013,1223
Claude,2014,1206
Claude,2015,1200
Claude,2016,1163
Claude,2017,1185
Claude,2018,1199
Claude,2019,1210
Clear Lake Shores,2010,1062
Clear Lake Shores,2011,1073
Clear Lake Shores,2012,1091
Clear Lake Shores,2013,1101
Clear Lake Shores,2014,1130
Clear Lake Shores,2015,1158
Clear Lake Shores,2016,1185
Clear Lake Shores,2017,1201
Clear Lake Shores,2018,1198
Clear Lake Shores,2019,1215
Cleburne,2010,29637
Cleburne,2011,29448
Cleburne,2012,29505
Cleburne,2013,29272
Cleburne,2014,29320
Cleburne,2015,29450
Cleburne,2016,29779
Cleburne,2017,30186
Cleburne,2018,30696
Cleburne,2019,31295
Cleveland,2010,7831
Cleveland,2011,7782
Cleveland,2012,7764
Cleveland,2013,7758
Cleveland,2014,7802
Cleveland,2015,7894
Cleveland,2016,7996
Cleveland,2017,8061
Cleveland,2018,8159
Cleveland,2019,8238
Clifton,2010,3448
Clifton,2011,3442
Clifton,2012,3404
Clifton,2013,3357
Clifton,2014,3312
Clifton,2015,3334
Clifton,2016,3348
Clifton,2017,3388
Clifton,2018,3452
Clifton,2019,3446
Clint,2010,927
Clint,2011,929
Clint,2012,928
Clint,2013,928
Clint,2014,1129
Clint,2015,1127
Clint,2016,1114
Clint,2017,1113
Clint,2018,1106
Clint,2019,1112
Clute,2010,11234
Clute,2011,11223
Clute,2012,11264
Clute,2013,11280
Clute,2014,11375
Clute,2015,11404
Clute,2016,11541
Clute,2017,11648
Clute,2018,11704
Clute,2019,11690
Clyde,2010,3691
Clyde,2011,3688
Clyde,2012,3678
Clyde,2013,3702
Clyde,2014,3726
Clyde,2015,3747
Clyde,2016,3798
Clyde,2017,3837
Clyde,2018,3829
Clyde,2019,3823
Coahoma,2010,852
Coahoma,2011,854
Coahoma,2012,872
Coahoma,2013,891
Coahoma,2014,908
Coahoma,2015,929
Coahoma,2016,919
Coahoma,2017,903
Coahoma,2018,920
Coahoma,2019,963
Cockrell Hill,2010,4192
Cockrell Hill,2011,4235
Cockrell Hill,2012,4283
Cockrell Hill,2013,4282
Cockrell Hill,2014,4289
Cockrell Hill,2015,4302
Cockrell Hill,2016,4283
Cockrell Hill,2017,4267
Cockrell Hill,2018,4205
Cockrell Hill,2019,4154
Coffee City,2010,282
Coffee City,2011,283
Coffee City,2012,283
Coffee City,2013,281
Coffee City,2014,282
Coffee City,2015,283
Coffee City,2016,285
Coffee City,2017,288
Coffee City,2018,291
Coffee City,2019,293
Coldspring,2010,870
Coldspring,2011,878
Coldspring,2012,882
Coldspring,2013,873
Coldspring,2014,880
Coldspring,2015,889
Coldspring,2016,899
Coldspring,2017,913
Coldspring,2018,929
Coldspring,2019,932
Coleman,2010,4695
Coleman,2011,4629
Coleman,2012,4579
Coleman,2013,4499
Coleman,2014,4434
Coleman,2015,4374
Coleman,2016,4422
Coleman,2017,4409
Coleman,2018,4382
Coleman,2019,4274
College Station,2010,94666
College Station,2011,95671
College Station,2012,97761
College Station,2013,100601
College Station,2014,103469
College Station,2015,108952
College Station,2016,111068
College Station,2017,114483
College Station,2018,116035
College Station,2019,117911
Colleyville,2010,22903
Colleyville,2011,23320
Colleyville,2012,23922
Colleyville,2013,24463
Colleyville,2014,24933
Colleyville,2015,25431
Colleyville,2016,26173
Colleyville,2017,26628
Colleyville,2018,26892
Colleyville,2019,27091
Collinsville,2010,1628
Collinsville,2011,1622
Collinsville,2012,1625
Collinsville,2013,1631
Collinsville,2014,1653
Collinsville,2015,1689
Collinsville,2016,1730
Collinsville,2017,1793
Collinsville,2018,1895
Collinsville,2019,1959
Colmesneil,2010,601
Colmesneil,2011,598
Colmesneil,2012,591
Colmesneil,2013,593
Colmesneil,2014,591
Colmesneil,2015,587
Colmesneil,2016,587
Colmesneil,2017,588
Colmesneil,2018,590
Colmesneil,2019,591
Colorado City,2010,4142
Colorado City,2011,4129
Colorado City,2012,4077
Colorado City,2013,4075
Colorado City,2014,4097
Colorado City,2015,4059
Colorado City,2016,3950
Colorado City,2017,3906
Colorado City,2018,3820
Colorado City,2019,3857
Columbus,2010,3646
Columbus,2011,3649
Columbus,2012,3621
Columbus,2013,3588
Columbus,2014,3554
Columbus,2015,3583
Columbus,2016,3595
Columbus,2017,3616
Columbus,2018,3615
Columbus,2019,3646
Comanche,2010,4329
Comanche,2011,4295
Comanche,2012,4235
Comanche,2013,4170
Comanche,2014,4191
Comanche,2015,4163
Comanche,2016,4199
Comanche,2017,4172
Comanche,2018,4162
Comanche,2019,4197
Combes,2010,2826
Combes,2011,2894
Combes,2012,2923
Combes,2013,2951
Combes,2014,2953
Combes,2015,2966
Combes,2016,2978
Combes,2017,2973
Combes,2018,2970
Combes,2019,2984
Combine,2010,2044
Combine,2011,2070
Combine,2012,2098
Combine,2013,2125
Combine,2014,2167
Combine,2015,2224
Combine,2016,2266
Combine,2017,2334
Combine,2018,2383
Combine,2019,2442
Commerce,2010,8088
Commerce,2011,8170
Commerce,2012,8237
Commerce,2013,8490
Commerce,2014,8772
Commerce,2015,8822
Commerce,2016,9036
Commerce,2017,9402
Commerce,2018,9540
Commerce,2019,9680
Como,2010,699
Como,2011,699
Como,2012,701
Como,2013,693
Como,2014,702
Como,2015,706
Como,2016,711
Como,2017,718
Como,2018,721
Como,2019,727
Conroe,2010,65731
Conroe,2011,67352
Conroe,2012,69662
Conroe,2013,70676
Conroe,2014,73779
Conroe,2015,76322
Conroe,2016,82068
Conroe,2017,84809
Conroe,2018,87578
Conroe,2019,91079
Converse,2010,21761
Converse,2011,22421
Converse,2012,23164
Converse,2013,23808
Converse,2014,24589
Converse,2015,25548
Converse,2016,26290
Converse,2017,26944
Converse,2018,27641
Converse,2019,28171
Cool,2010,161
Cool,2011,162
Cool,2012,162
Cool,2013,165
Cool,2014,167
Cool,2015,170
Cool,2016,175
Cool,2017,179
Cool,2018,182
Cool,2019,187
Coolidge,2010,959
Coolidge,2011,965
Coolidge,2012,966
Coolidge,2013,953
Coolidge,2014,958
Coolidge,2015,955
Coolidge,2016,954
Coolidge,2017,951
Coolidge,2018,951
Coolidge,2019,953
Cooper,2010,1979
Cooper,2011,1943
Cooper,2012,1977
Cooper,2013,1934
Cooper,2014,1936
Cooper,2015,1941
Cooper,2016,1932
Cooper,2017,1971
Cooper,2018,1995
Cooper,2019,1993
Coppell,2010,38779
Coppell,2011,39491
Coppell,2012,40139
Coppell,2013,40459
Coppell,2014,40805
Coppell,2015,41324
Coppell,2016,41706
Coppell,2017,41983
Coppell,2018,41745
Coppell,2019,41421
Copperas Cove,2010,32385
Copperas Cove,2011,33099
